MOL_id,Molecule_name,evidence,PubChem_CID,TCMID_id,TCMSP_id,OB_score,TCM_ID_id,CAS_id,type
SMIT18379,Butylidenephthalide,"<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a>;<a href=""https://pubmed.ncbi.nlm.nih.gov/17154345/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp17154345</a>;<a href=""https://pubmed.ncbi.nlm.nih.gov/30675752/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30675752</a>;<br> </kbd>",62368|642376|5352899,23510,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br>"
SMIT18390,"2,4,5-Trimethylbenzaldehyde",,22013,23568,,,,,
SMIT18409,6-Undecanone,,13561,23659,,,,,
SMIT18427,N-Butylidene Phthalide,,5352899,23735,,,,,
SMIT18488,D-Mannose,"<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a> </kbd>",18950,23985,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br>"
SMIT18532,3-Methylbutyl-Benzene,,,24144,,,,,
SMIT18543,Butanal,,261,24170,,,,,
SMIT18560,Pentylbenzene,,10864,24243,,,,,
SMIT18580,1-Dodecene,,8183,24302,,,,,
SMIT18620,Anglica Polysacharide,,,24458,,,,,
SMIT18711,"1,2-Benzenedicarboxylic Acid",,1017,24860,,,,,
SMIT18979,Dimethyl-Beta-Propiothetin,,5316899|23736,25835,,,,,
SMIT18980,"1,8-Dimethyl-4-(1-Methylenyl)-Spiro(4,5)-Dec-7-Ene",,,25837,,,,,
SMIT18982,"24,24-Dimethyl-5Alpha-Cholesta-8-En-3Beta-Ol",,14238615,25840,,,,,
SMIT19027,Gamma-Acoradiene,,15558663,26084,,,,,
SMIT19030,Delta-Acoradiene,,6428281,26087,,,,,
SMIT19081,"3,4-Dihydroxyallylbenzene 4-O-[Alpha-L-Rhamnopyranosyl-<br>(1-6)]-Beta-D-Glucopyranoside",,,30472,,,,,
SMIT19122,Campheoside I,,,30726,,,,,
SMIT19132,Alpha-Chamigrene,,442351,30762,,,,,
SMIT19307,Limocitrin-Beta-D-Glucoside,,,31442,,,,,
SMIT19359,1-Methyl-2-Dodecyl-4-(1H)-Quinolone,,,31597,,,,,
SMIT19421,Phenylacetic Acid,,999,31781,,,,,
SMIT19488,"3-O-Tetradecanoyl-1-Cyano-2-Methyl-1,2-Propene",,,32010,,,,,
SMIT19812,"(3'R,4'R)-3'-Epoxyangeloyloxy-4'-Acetoxy-3',4'-Dihydros<br>eselin",,,,,,,,
SMIT20019,(Z)-3-Butylidene-7-Hydroxyphthalide,"<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0""><a href=""http://cdmd.cnki.com.cn/Article/CDMD-10572-1016276758.htm"" style=""color:#FFFFFF"" target=""_blank"">&nbsp当归芍药散治疗AD的入血生物活性成分及复方对其生物利用度的影响 &nbsp</a><br> </kbd>",5281559,,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br>"
SMIT20063,"1,1,5-Trimethyl-2-Formyl-Cyclohexa-2,5-Diene-4-One",,,,,,,,
SMIT20536,"2,5-Dimethylbenzaldehyde",,,,,,,,
SMIT20636,2-Hydroxy-6-Methoxybenzoic Acid,"<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a> </kbd>",591524,,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br>"
SMIT20677,2-Methyl-Dodecane-5-One,,,,,,,,
SMIT20705,2-Pentanoylbenzoic Acid,,,,,,,,
SMIT20991,"3,4-Dihydroxybenzoic Acid","<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a> </kbd>",72,,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br>"
SMIT21165,3-Hydroxybutylphthalide-3-S-Acetylcysteine Of Butylphth<br>alide,"<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a> </kbd><kbd style=""background: #5f605b; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a> </kbd>",,,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br><kbd style=""background: #5f605b; color:#FFFFFF;""> Metabolic ingredients </kbd>"
SMIT21207,"3-N-Butyl-4,5-Dihydrophthalide","<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0""><a href=""http://cdmd.cnki.com.cn/Article/CDMD-10572-1016276758.htm"" style=""color:#FFFFFF"" target=""_blank"">&nbsp当归芍药散治疗AD的入血生物活性成分及复方对其生物利用度的影响 &nbsp</a><br> </kbd>",173843,,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br>"
SMIT21307,3-Tert-Butyladipic Acid,"<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a> </kbd>",98967,,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br>"
SMIT22170,Acetylcyteine Conjugation Of Senkyunolide,"<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a> </kbd><kbd style=""background: #5f605b; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a> </kbd>",,,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br><kbd style=""background: #5f605b; color:#FFFFFF;""> Metabolic ingredients </kbd>"
SMIT23164,Cryptochlorogenic Acid,"<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a> </kbd>",9798666,,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br>"
SMIT23436,"Dehydroxylation, Acetylcysteine Conjugation Of Senkyuno<br>lide","<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a> </kbd><kbd style=""background: #5f605b; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a> </kbd>",,,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br><kbd style=""background: #5f605b; color:#FFFFFF;""> Metabolic ingredients </kbd>"
SMIT23604,Dimethyl Phthalate,,8554,,,,,,
SMIT23703,E-Ligustilide,"<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a>;<a href=""https://pubmed.ncbi.nlm.nih.gov/17154345/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp17154345</a>;<br> </kbd>",,,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br>"
SMIT23817,Epoxyarteannuinic Acid,,,,,,,,
SMIT23868,Ethyl Palmitate,"<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0""><a href=""http://cdmd.cnki.com.cn/Article/CDMD-10315-1016289850.htm"" style=""color:#FFFFFF"" target=""_blank"">&nbsp安神定志灵药物成分研究 &nbsp</a><br> </kbd>",12366,,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br>"
SMIT25652,Naphthalene1,,,,,,,,
SMIT26757,Senkyunolide H/I,"<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a> </kbd>",,,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br>"
SMIT26758,Senkyunolide I,"<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0""><a href=""https://doi.org/10.7501/j.issn.0253-2670.2016.15.018"" style=""color:#FFFFFF"" target=""_blank"">&nbspDOI:10.7501/j.issn.0253-2670.2016.15.018&nbsp</a><br><a href=""http://cdmd.cnki.com.cn/article/cdmd-90032-1016700497.htm"" style=""color:#FFFFFF"" target=""_blank"">&nbsp中药安替可胶囊的物效基础及配伍机制研究 &nbsp</a><br><a href=""http://cdmd.cnki.com.cn/Article/CDMD-10026-1016069849.htm"" style=""color:#FFFFFF"" target=""_blank"">&nbsp当归药效物质基础的红外表征与体内外吸收代谢的相关性研究 &nbsp</a><br> </kbd>",11521428,,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br>"
SMIT26966,Sulfation Of Ferulic Acid,"<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a> </kbd><kbd style=""background: #5f605b; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30682694/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30682694</a> </kbd>",,,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br><kbd style=""background: #5f605b; color:#FFFFFF;""> Metabolic ingredients </kbd>"
SMIT27412,Vitamin B12,,,,,,,,
SMIT27413,Vitamin B15,,,,,,,,
SMIT27516,"Z-6,7-Epoxyligustilide","<kbd style=""background: #ff8a80; color:#FFFFFF; padding-left:0"">&nbspPMID:<a href=""https://pubmed.ncbi.nlm.nih.gov/30675752/"" style=""color:#FFFFFF"" target=""_blank"">&nbsp30675752</a> </kbd>",5317139,,,,,,"<kbd style=""background: #ff8a80; color:#FFFFFF;""> Blood ingredients </kbd><br>"
